generation,training_best,training_mean,training_worst,training_std,selected_candidate_fitness,benchmark_score,normal_score,mid_score,late_score,full_tournament_score,minimum_control_score,robust_score,verified_score,checkpoint_saved,league_promoted,league_size,total_probe_decisions,action_entropy,unique_policy_count,unique_policy_rate,action_legacy_fraction,action_minimum,action_five_percent,action_controlled_recovery,action_take_second,action_take_first,action_cover_visible_bets,action_half_bankroll,action_all_in,action_protect_lead
0,60.1295958948304,27.401631329961884,0.05,16.862368101638836,53.26714042724659,0.3541666666666667,0.3824999999999999,0.3480952380952381,0.3173333333333334,0.4479166666666668,0.47000000000000014,0.40793750000000006,0.3784562499999996,True,False,6,1680,0.9999999999999998,10,0.14285714285714285,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,54.95308040368357,35.8935310646447,0.34125000000000005,9.755980348652635,54.95308040368357,0.42441666666666666,0.47916666666666663,0.3678571428571429,0.41600000000000004,0.3837500000000001,0.45263888888888903,0.40893888888888896,0.4225283333333332,True,False,6,1680,0.5726078531845331,10,0.14285714285714285,0.014285714285714285,0.14285714285714285,0.014285714285714285,0.014285714285714285,0.5857142857142857,0.17142857142857143,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285
2,51.95903089475493,35.62916221916743,0.095,9.962362537270792,51.95903089475493,0.38683333333333325,0.45083333333333314,0.3790476190476191,0.29533333333333334,0.4550000000000001,0.4291666666666668,0.4217416666666668,,False,False,6,1680,0.5799028509698658,10,0.14285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.5714285714285714,0.14285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.18571428571428572
